"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","theta_ocrp","ocrp_attempts","block_sizes_true","rate_kap","ari","vi","elpd","elpd_se","p_loo","p_loo_se","looic","looic_se","pk_bad","pk_bad_count","pareto_k_max","pareto_k_mean","n_loo_obs","time","seed","sigma0","tau0","dominance_target","N0_psi","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","elpd_rank","elpd_best_model","delta_elpd_best","delta_elpd_best_se","delta_elpd_best_z","elpd_wst_minus_sst","elpd_wst_minus_sst_se","elpd_wst_minus_sst_z","elpd_wst_minus_dc","elpd_wst_minus_dc_se","elpd_wst_minus_dc_z","elpd_sst_minus_dc","elpd_sst_minus_dc_se","elpd_sst_minus_dc_z","loo_pointwise_file","rep_id","density"
"SST","WST",4,4,4.44333333333333,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,0.912592592592593,0.353359335021421,-3866.08536170239,51.0869445562779,95.643510863733,3.4759578799753,7732.17072340478,102.173889112556,0.0203389830508475,36,1.63194046268773,0.158114587237522,1770,157.106,1002,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,0.78099730458221,0.5,1,371,0.0106752874187215,1,1,1,0,NA,0.996630727762803,1,1,371,0.0017766452501536,0.898472596585804,0.5,1,186.707108055885,0.0124151854036869,0.551437556154537,0,1,130.129229287424,0.0306931811180117,0.660484666571178,0.638335448111564,0.681071637980085,445.362071160445,0.00055031155633947,0.998652291105121,1,1,371,0.0013477088948787,0.780323450134771,0.5,1,371,0.0107442711125287,1,1,1,0,NA,0.996630727762803,1,1,371,0.0017766452501536,0.459568733153639,0.25,0.75,161.874762076646,0.0143849082123319,0.253369272237197,0,0.5,77.6952536404544,0.0170003426768961,3.99460916442049,4,2.1266846361186,0.998652291105121,1,0.53167115902965,1,1,1,0,0,0,0.948230472265825,0.866663119482379,0.995164271559576,0.171796923528269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342317063404408,0.338879025464725,0.350295021753243,643.275,1879.09166666667,371,0.458867521367521,859,3,"DC-SBM",-4.3103181461247,1.45818632359582,2.95594470773505,-1.90480007436554,2.10205665671283,0.906160197101558,-4.3103181461247,1.45818632359582,2.95594470773505,-2.40551807175916,2.6089563704838,0.922023111989828,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114631/loo_pointwise/loo_pointwise_rep001_SST_clean_SST_K4_kappa_2_strong_seed1001.csv",1,"kappa_2"
"SST","SST",4,4,4.35666666666667,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,0.954772541037773,0.178283851519892,-3864.18056162802,51.0538478276104,90.3428787740209,3.34544408934326,7728.36112325604,102.107695655221,0.0129943502824859,23,1.4314382695296,0.138793855673746,1770,617.937,1003,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.99874686716792,1,1,262.380256362761,0.0010913315230947,0.86285594639866,0.5,1,143.563790208677,0.0161440049242902,0.524497487437186,0,1,171.379937499721,0.0232378637606638,0.668287539781818,0.64532695514349,0.689409579892475,357.060656404717,0.000627185945979558,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.99874686716792,1,1,262.380256362761,0.0010913315230947,0.475563909774436,0.25,0.75,152.022872892442,0.0155866059717214,0.267543859649123,0,0.5,178.290143851484,0.0108653584013166,4,4,2.26065162907268,1,1,0.56516290726817,1,1,1,0,0,0,0.975173971888448,0.923998318694653,0.998348983065596,0.0950013496451396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342358640273487,0.338118022328549,0.348606288178672,638.265,1864.38666666667,399,0.469860064585576,873,2,"DC-SBM",-2.40551807175916,2.6089563704838,0.922023111989828,-1.90480007436554,2.10205665671283,0.906160197101558,-4.3103181461247,1.45818632359582,2.95594470773505,-2.40551807175916,2.6089563704838,0.922023111989828,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114631/loo_pointwise/loo_pointwise_rep001_SST_clean_SST_K4_kappa_2_strong_seed1001.csv",1,"kappa_2"
"SST","DC-SBM",4,4,4,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,0.912592592592593,0.353359335021421,-3861.77504355626,50.9477577139608,85.6866150883064,3.1582453136344,7723.55008711253,101.895515427922,0.00903954802259887,16,1.80085375609199,0.101181752437268,1770,33.728,1004,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,0.828333333333333,0.5,1,600,0.00803327341304946,1,1,1,0,NA,0.9975,1,1,330.142477663798,0.00137015316053473,0.906895589056393,0.5,1,308.188888045333,0.0100805676487238,0.615159128978224,0,1,277.136543662316,0.0220658338326036,0.666193333942276,0.642507834018462,0.687620581642831,600,0.000482570338014294,0.9975,1,1,600,0.00144096401602971,0.827083333333333,0.5,1,600,0.00808575969412894,1,1,1,0,NA,0.9975,1,1,330.142477663798,0.00137015316053473,0.398333333333333,0.25,0.75,233.997836078021,0.011695787782646,0.234583333333333,0,0.5,183.31089490188,0.00926222869828715,3.99,4,1.835,0.9975,1,0.45875,1,1,1,0,0,0,0.955203141279771,0.873870502112848,0.993780344301312,0.16367621127488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360575845033189,0.343949044585987,0.364321367405805,673.268333333333,1867.23833333333,600,0.458867521367521,859,1,"DC-SBM",0,0,NA,-1.90480007436554,2.10205665671283,0.906160197101558,-4.3103181461247,1.45818632359582,2.95594470773505,-2.40551807175916,2.6089563704838,0.922023111989828,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114631/loo_pointwise/loo_pointwise_rep001_SST_clean_SST_K4_kappa_2_strong_seed1001.csv",1,"kappa_2"
"WST","WST",4,4,4.185,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,1,0,-4119.08173650529,54.6178895282753,74.6639799186926,3.02799516734444,8238.16347301058,109.235779056551,0,0,0.666579988414978,0.112307365189167,1770,176.534,1003,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,0.446247464503043,0,0.75,493,0.00823539251493465,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.8028008181872,0.784397511620874,0.821781803389304,405.22651650009,0.00046846557159893,1,1,1,0,NA,0.446247464503043,0,0.75,493,0.00823539251493465,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.75,0.75,0.75,0,NA,0,0,0,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.870697885804483,0.814229704005549,0.919205638602839,1.73679683443504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184547954846144,0.184184184184184,0.187999377826133,554.003333333333,3001.85833333333,493,0.501835168501835,1504,2,"DC-SBM",-2.69060701243779,1.53517880060951,1.75263429339276,0.161667362845947,3.20413337404603,0.05045587807158,-2.69060701243779,1.53517880060951,1.75263429339276,-2.85227437528374,3.32905774254989,0.856781286436638,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114631/loo_pointwise/loo_pointwise_rep001_WST_clean_WST_K4_kappa_2_strong_seed1002.csv",1,"kappa_2"
"WST","SST",4,4,4.37,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,1,0,-4119.24340386813,54.8708333030833,73.8497788979587,2.94198605038151,8238.48680773627,109.741666606167,0.00338983050847458,6,1.00030686113663,0.122612323153472,1770,672.128,1004,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.807899219746988,0.790636562820215,0.82483549905981,591.824998755533,0.00034469533281653,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.75,0.75,0.75,0,NA,0,0,0,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.878652971260834,0.844761772057819,0.920492571138683,1.56633247609386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184179934034671,0.183471074380165,0.185174207364271,553.431666666667,3004.84166666667,394,0.501835168501835,1504,3,"DC-SBM",-2.85227437528374,3.32905774254989,0.856781286436638,0.161667362845947,3.20413337404603,0.05045587807158,-2.69060701243779,1.53517880060951,1.75263429339276,-2.85227437528374,3.32905774254989,0.856781286436638,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114631/loo_pointwise/loo_pointwise_rep001_WST_clean_WST_K4_kappa_2_strong_seed1002.csv",1,"kappa_2"
"WST","DC-SBM",4,4,4,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,1,0,-4116.39112949285,54.8099019134947,71.9027516146994,2.91140968140212,8232.7822589857,109.619803826989,0,0,0.556338267421964,0.0704588131737034,1770,36.055,1005,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,0.385416666666667,0,0.75,600,0.00792281488114439,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.815114036228339,0.797679600387355,0.832006215199233,600,0.000366882087666671,1,1,1,0,NA,0.385416666666667,0,0.75,600,0.00792281488114439,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.75,0.75,0.75,0,NA,0,0,0,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.857491589789937,0.802052715831492,0.909010413644185,2.10967003341022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184184184184184,0.184184184184184,0.184184184184184,552,2997,600,0.501835168501835,1504,1,"DC-SBM",0,0,NA,0.161667362845947,3.20413337404603,0.05045587807158,-2.69060701243779,1.53517880060951,1.75263429339276,-2.85227437528374,3.32905774254989,0.856781286436638,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114631/loo_pointwise/loo_pointwise_rep001_WST_clean_WST_K4_kappa_2_strong_seed1002.csv",1,"kappa_2"
