"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","theta_ocrp","ocrp_attempts","block_sizes_true","rate_kap","ari","vi","elpd","elpd_se","p_loo","p_loo_se","looic","looic_se","pk_bad","pk_bad_count","pareto_k_max","pareto_k_mean","n_loo_obs","time","seed","sigma0","tau0","dominance_target","N0_psi","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","elpd_rank","elpd_best_model","delta_elpd_best","delta_elpd_best_se","delta_elpd_best_z","elpd_wst_minus_sst","elpd_wst_minus_sst_se","elpd_wst_minus_sst_z","elpd_wst_minus_dc","elpd_wst_minus_dc_se","elpd_wst_minus_dc_z","elpd_sst_minus_dc","elpd_sst_minus_dc_se","elpd_sst_minus_dc_z","loo_pointwise_file","rep_id","density"
"SST","WST",4,4,4.44533333333333,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,0.912592592592593,0.353359335021421,-3865.92378652053,51.0412319265472,94.8725991455503,3.41636924717364,7731.84757304106,102.082463853094,0.0175141242937853,31,1.53241403960278,0.152617450072662,1770,178.653,1002,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,0.795940170940171,0.5,1,327.76997106533,0.0115761464752054,1,1,1,0,NA,0.99198717948718,1,1,102.228493765395,0.00542965659676051,0.893647394718059,0.5,1,198.066314917132,0.0124355525355852,0.595467523197716,0,1,198.52109507575,0.0232063122828424,0.659636569087644,0.638359248455882,0.679650669763786,415.781525934453,0.000547522586084795,0.996794871794872,1,1,304.745388656582,0.00228826948940867,0.793803418803419,0.41875,1,315.982831571752,0.0119228976324499,1,1,1,0,NA,0.99198717948718,1,1,102.228493765395,0.00542965659676051,0.460470085470085,0.25,0.75,201.66488432496,0.0135900909706886,0.276175213675214,0,0.5,98.3618575194619,0.0143748630299999,3.98717948717949,4,2.13675213675214,0.996794871794872,1,0.534188034188034,1,1,1,0,0,0,0.949017809407797,0.866960413328205,0.99475384379242,0.166837580595512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342527826132375,0.338891877353416,0.350349834197108,642.517333333333,1875.744,468,0.458867521367521,859,3,"DC-SBM",-3.55651546880608,1.37524234060025,2.58610091022486,-1.60414975970616,2.03565542373956,0.788026176237277,-3.55651546880608,1.37524234060025,2.58610091022486,-1.95236570909992,2.48363475896486,0.786092118437592,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114026/loo_pointwise/loo_pointwise_rep001_SST_clean_SST_K4_kappa_2_strong_seed1001.csv",1,"kappa_2"
"SST","SST",4,4,4.36933333333333,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,0.954772541037773,0.178283851519892,-3864.31963676082,51.0333004701379,90.93550983392,3.35556218000319,7728.63927352164,102.066600940276,0.0152542372881356,27,1.39355112110248,0.142619163000735,1770,844.376,1003,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9979633401222,1,1,239.908028590107,0.00145235675123861,0.865646258503401,0.5,1,239.183368160149,0.0125821686685014,0.505102040816326,0,1,219.843458687488,0.0197169408294114,0.667552185840611,0.644665269834332,0.688316116596695,491,0.00052999562284506,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9979633401222,1,1,239.908028590107,0.00145235675123861,0.488798370672098,0.25,0.75,172.271150454515,0.0144244701184352,0.269857433808554,0,0.5,204.394089437114,0.0106543467297648,4,4,2.30142566191446,1,1,0.575356415478615,1,1,1,0,0,0,0.975503867081397,0.927421410286366,0.998642047637543,0.0920859065284438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342541883476815,0.338109681349318,0.349460871183615,638.604,1864.388,491,0.469860064585576,873,2,"DC-SBM",-1.95236570909992,2.48363475896486,0.786092118437592,-1.60414975970616,2.03565542373956,0.788026176237277,-3.55651546880608,1.37524234060025,2.58610091022486,-1.95236570909992,2.48363475896486,0.786092118437592,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114026/loo_pointwise/loo_pointwise_rep001_SST_clean_SST_K4_kappa_2_strong_seed1001.csv",1,"kappa_2"
"SST","DC-SBM",4,4,4,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,0.912592592592593,0.353359335021421,-3862.36727105172,50.9746000150562,86.396662428219,3.193504739165,7724.73454210344,101.949200030112,0.00677966101694915,12,1.78454382391922,0.0977091553458115,1770,50.5070000000001,1004,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,0.826666666666667,0.5,1,750,0.00711863568666496,1,1,1,0,NA,0.997666666666667,1,1,386.622031176639,0.00122340033743854,0.900267737617135,0.5,1,356.830049773356,0.00961545668421791,0.577309236947791,0,1,181.752118820264,0.0268465819158341,0.665690475142778,0.642178284461821,0.688687607967057,749.999999999999,0.000430737714316329,0.999333333333333,1,1,750,0.000666666666666665,0.826666666666667,0.5,1,750,0.00711863568666496,1,1,1,0,NA,0.997666666666667,1,1,386.622031176639,0.00122340033743854,0.414666666666667,0.25,0.75,255.765684712913,0.0111435355669104,0.231,0,0.5,184.546052515974,0.0094300407722004,3.99733333333333,4,1.91466666666667,0.999333333333333,1,0.478666666666667,1,1,1,0,0,0,0.955391564467526,0.876981346763153,0.994130599258505,0.161671646708911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360869317147709,0.346023579863571,0.364872213159326,673.84,1867.296,750,0.458867521367521,859,1,"DC-SBM",0,0,NA,-1.60414975970616,2.03565542373956,0.788026176237277,-3.55651546880608,1.37524234060025,2.58610091022486,-1.95236570909992,2.48363475896486,0.786092118437592,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114026/loo_pointwise/loo_pointwise_rep001_SST_clean_SST_K4_kappa_2_strong_seed1001.csv",1,"kappa_2"
"WST","WST",4,4,4.20666666666667,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,1,0,-4118.81258928768,54.626222629875,74.5126504933754,3.02420106193205,8237.62517857536,109.25244525975,0.000564971751412429,1,0.714449814590451,0.116537597389498,1770,197.525,1003,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,0.446339434276206,0,0.75,601,0.00755492859510369,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.802714420511577,0.784903539994786,0.821756607164754,480.348832920089,0.000422434626609414,1,1,1,0,NA,0.446339434276206,0,0.75,601,0.00755492859510369,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.75,0.75,0.75,0,NA,0,0,0,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.871079014617924,0.812116309187625,0.918662104968751,1.72538185780567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184590398561464,0.184184184184184,0.188045926536009,554.249333333333,3002.48533333333,601,0.501835168501835,1504,2,"DC-SBM",-2.66891699167445,1.5626177186909,1.70797819565899,0.0681129295326173,3.20687285877056,0.0212396725820712,-2.66891699167445,1.5626177186909,1.70797819565899,-2.73702992120707,3.33171827577221,0.821507010694861,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114026/loo_pointwise/loo_pointwise_rep001_WST_clean_WST_K4_kappa_2_strong_seed1002.csv",1,"kappa_2"
"WST","SST",4,4,4.34533333333333,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,1,0,-4118.88070221721,54.8910765873442,73.1116248612254,2.91373437382782,8237.76140443443,109.782153174688,0.00338983050847458,6,1.07379112038217,0.119173693499972,1770,932.613,1004,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.807768412150439,0.790599340404028,0.823957803375205,634.666597118405,0.000328372957380517,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.75,0.75,0.75,0,NA,0,0,0,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.879239891378893,0.842775123629317,0.922778090091442,1.55877846444282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184172256361983,0.183471074380165,0.185148514851485,553.329333333333,3004.412,509,0.501835168501835,1504,3,"DC-SBM",-2.73702992120707,3.33171827577221,0.821507010694861,0.0681129295326173,3.20687285877056,0.0212396725820712,-2.66891699167445,1.5626177186909,1.70797819565899,-2.73702992120707,3.33171827577221,0.821507010694861,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114026/loo_pointwise/loo_pointwise_rep001_WST_clean_WST_K4_kappa_2_strong_seed1002.csv",1,"kappa_2"
"WST","DC-SBM",4,4,4,"strong",2,1.44,1.5,0.09,0.784140858356203,NA,"15;15;15;15",2,1,0,-4116.14367229601,54.7768485746519,71.649630093651,2.88806796087105,8232.28734459201,109.553697149304,0,0,0.579469495200123,0.072373138708908,1770,47.0539999999999,1005,0.554700196225229,0.45896877093876,0.75,13,1,1,1,0,NA,0.384,0,0.75,664.607682103138,0.00750431751533362,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.81501661396735,0.797245516456003,0.830897650676074,750,0.000330646317839772,1,1,1,0,NA,0.384,0,0.75,664.607682103138,0.00750431751533362,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.75,0.75,0.75,0,NA,0,0,0,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.857201624642162,0.80025872625539,0.909225447993916,2.10894371284269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184184184184184,0.184184184184184,0.184184184184184,552,2997,750,0.501835168501835,1504,1,"DC-SBM",0,0,NA,0.0681129295326173,3.20687285877056,0.0212396725820712,-2.66891699167445,1.5626177186909,1.70797819565899,-2.73702992120707,3.33171827577221,0.821507010694861,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_114026/loo_pointwise/loo_pointwise_rep001_WST_clean_WST_K4_kappa_2_strong_seed1002.csv",1,"kappa_2"
